customer_id,car_model,contract_type,tenure_months,service_calls_last_3m,satisfaction_score,monthly_payment,complaint_level,text,churn
1953,Sedan Basic,lease,55,3,2,589.55,1,Customer drives a Sedan Basic. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle.,1
1954,SUV Family,lease,13,6,1,319.75,1,Customer drives a SUV Family. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle.,1
1955,EV Compact,subscription,6,2,3,334.55,0,Customer drives a EV Compact. Customer is neutral about the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer expresses loyalty to the brand.,1
1956,SUV Family,finance,27,2,4,374.94,3,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car. Customer mentions switching to another brand soon.,1
1957,SUV Sport,subscription,32,3,4,434.95,3,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
1958,SUV Sport,subscription,34,1,1,411.64,1,Customer drives a SUV Sport. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract.,1
1959,SUV Sport,lease,39,1,2,472.52,0,Customer drives a SUV Sport. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,1
1960,Sedan Premium,finance,59,0,4,264.98,3,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer considers the monthly payment affordable. Customer is financing the car. Customer mentions switching to another brand soon.,1
1961,EV Compact,finance,45,1,4,447.62,3,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car. Customer mentions switching to another brand soon.,1
1962,EV Compact,finance,2,1,4,310.93,3,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car. Customer mentions switching to another brand soon.,1
1963,Sedan Basic,lease,6,4,2,382.8,2,Customer drives a Sedan Basic. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
1964,Truck Utility,lease,1,4,5,604.96,2,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer says the monthly payment feels too expensive. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
1965,Truck Utility,finance,24,3,1,232.21,2,Customer drives a Truck Utility. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
1966,Truck Utility,finance,21,0,5,366.46,0,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer is financing the car. Customer expresses loyalty to the brand.,0
1967,SUV Family,finance,56,0,5,247.04,2,Customer drives a SUV Family. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer considers the monthly payment affordable. Customer is financing the car. Customer is considering alternatives due to recurring issues.,0
1968,SUV Family,lease,22,1,4,418.37,1,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle.,1
1969,EV Compact,lease,2,2,3,525.79,3,Customer drives a EV Compact. Customer is neutral about the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
1970,Sedan Basic,subscription,53,1,2,420.36,3,Customer drives a Sedan Basic. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
1971,Truck Utility,finance,16,6,3,385.99,0,Customer drives a Truck Utility. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer expresses loyalty to the brand.,1
1972,EV Compact,finance,54,3,1,559.41,0,Customer drives a EV Compact. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer expresses loyalty to the brand.,1
1973,Truck Utility,finance,46,1,2,439.66,1,Customer drives a Truck Utility. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car.,1
1974,SUV Family,finance,52,2,4,498.35,0,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car. Customer expresses loyalty to the brand.,0
1975,SUV Sport,finance,49,3,3,485.83,0,Customer drives a SUV Sport. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer expresses loyalty to the brand.,0
1976,Sedan Basic,finance,9,0,3,150.0,3,Customer drives a Sedan Basic. Customer is neutral about the car. No recent service issues or complaints. Customer considers the monthly payment affordable. Customer is financing the car. Customer mentions switching to another brand soon.,1
1977,EV Compact,subscription,37,5,3,390.8,2,Customer drives a EV Compact. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,1
1978,SUV Family,subscription,25,2,1,270.63,3,Customer drives a SUV Family. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
1979,Sedan Basic,subscription,38,1,5,300.48,2,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,1
1980,Truck Utility,finance,45,1,5,576.95,2,Customer did not provide any comments.,0
1981,SUV Sport,finance,30,2,2,355.02,2,Customer drives a SUV Sport. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
1982,SUV Sport,finance,19,1,2,627.11,0,Customer drives a SUV Sport. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer says the monthly payment feels too expensive. Customer is financing the car. Customer expresses loyalty to the brand.,0
1983,Sedan Basic,subscription,55,1,4,231.08,0,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is on a flexible subscription contract. Customer expresses loyalty to the brand.,0
